"Hex","Dec","InvDec","Symbol","Description"
"0000174A","5962","-4294961334","ERROR_CLUSTER_NODE_DRAIN_IN_PROGRESS","A node drain is already in progress."
"0000174B","5963","-4294961333","ERROR_CLUSTER_DISK_NOT_CONNECTED","This value was also named ERROR_CLUSTER_NODE_EVACUATION_IN_PROGRESS."
"0000174C","5964","-4294961332","ERROR_DISK_NOT_CSV_CAPABLE","The disk is not configured in a way to be used with CSV. CSV disks must have at least one partition that is formatted with NTFS."
"0000174D","5965","-4294961331","ERROR_RESOURCE_NOT_IN_AVAILABLE_STORAGE","The resource must be part of the Available Storage group to complete this action."
"0000174E","5966","-4294961330","ERROR_CLUSTER_SHARED_VOLUME_REDIRECTED","CSVFS failed operation as volume is in redirected mode."
"0000174F","5967","-4294961329","ERROR_CLUSTER_SHARED_VOLUME_NOT_REDIRECTED","CSVFS failed operation as volume is not in redirected mode."
"00001750","5968","-4294961328","ERROR_CLUSTER_CANNOT_RETURN_PROPERTIES","Cluster properties cannot be returned at this time."
"00001751","5969","-4294961327","ERROR_CLUSTER_RESOURCE_CONTAINS_UNSUPPORTED_DIFF_AREA_FOR_SHARED_VOLUMES","The clustered disk resource contains software snapshot diff area that are not supported for Cluster Shared Volumes."
"00001752","5970","-4294961326","ERROR_CLUSTER_RESOURCE_IS_IN_MAINTENANCE_MODE","The operation cannot be completed because the resource is in maintenance mode."
"00001753","5971","-4294961325","ERROR_CLUSTER_AFFINITY_CONFLICT","The operation cannot be completed because of cluster affinity conflicts."
"00001754","5972","-4294961324","ERROR_CLUSTER_RESOURCE_IS_REPLICA_VIRTUAL_MACHINE","The operation cannot be completed because the resource is a replica virtual machine."
"00001770","6000","-4294961296","ERROR_ENCRYPTION_FAILED","The specified file could not be encrypted."
"00001771","6001","-4294961295","ERROR_DECRYPTION_FAILED","The specified file could not be decrypted."
"00001772","6002","-4294961294","ERROR_FILE_ENCRYPTED","The specified file is encrypted and the user does not have the ability to decrypt it."
"00001773","6003","-4294961293","ERROR_NO_RECOVERY_POLICY","There is no valid encryption recovery policy configured for this system."
"00001774","6004","-4294961292","ERROR_NO_EFS","The required encryption driver is not loaded for this system."
"00001775","6005","-4294961291","ERROR_WRONG_EFS","The file was encrypted with a different encryption driver than is currently loaded."
"00001776","6006","-4294961290","ERROR_NO_USER_KEYS","There are no EFS keys defined for the user."
"00001777","6007","-4294961289","ERROR_FILE_NOT_ENCRYPTED","The specified file is not encrypted."
"00001778","6008","-4294961288","ERROR_NOT_EXPORT_FORMAT","The specified file is not in the defined EFS export format."
"00001779","6009","-4294961287","ERROR_FILE_READ_ONLY","The specified file is read only."
"0000177A","6010","-4294961286","ERROR_DIR_EFS_DISALLOWED","The directory has been disabled for encryption."
"0000177B","6011","-4294961285","ERROR_EFS_SERVER_NOT_TRUSTED","The server is not trusted for remote encryption operation."
"0000177C","6012","-4294961284","ERROR_BAD_RECOVERY_POLICY","Recovery policy configured for this system contains invalid recovery certificate."
"0000177D","6013","-4294961283","ERROR_EFS_ALG_BLOB_TOO_BIG","The encryption algorithm used on the source file needs a bigger key buffer than the one on the destination file."
"0000177E","6014","-4294961282","ERROR_VOLUME_NOT_SUPPORT_EFS","The disk partition does not support file encryption."
"0000177F","6015","-4294961281","ERROR_EFS_DISABLED","This machine is disabled for file encryption."
"00001780","6016","-4294961280","ERROR_EFS_VERSION_NOT_SUPPORT","A newer system is required to decrypt this encrypted file."
"00001781","6017","-4294961279","ERROR_CS_ENCRYPTION_INVALID_SERVER_RESPONSE","The remote server sent an invalid response for a file being opened with Client Side Encryption."
"00001782","6018","-4294961278","ERROR_CS_ENCRYPTION_UNSUPPORTED_SERVER","Client Side Encryption is not supported by the remote server even though it claims to support it."
"00001783","6019","-4294961277","ERROR_CS_ENCRYPTION_EXISTING_ENCRYPTED_FILE","File is encrypted and should be opened in Client Side Encryption mode."
"00001784","6020","-4294961276","ERROR_CS_ENCRYPTION_NEW_ENCRYPTED_FILE","A new encrypted file is being created and a $EFS needs to be provided."
"00001785","6021","-4294961275","ERROR_CS_ENCRYPTION_FILE_NOT_CSE","The SMB client requested a CSE FSCTL on a non-CSE file."
"00001786","6022","-4294961274","ERROR_ENCRYPTION_POLICY_DENIES_OPERATION","The requested operation was blocked by policy. For more information -."
"000017C7","6087","-4294961209","NULL",""
"000017D2","6098","-4294961198","NULL",""
"000017E6","6118","-4294961178","ERROR_NO_BROWSER_SERVERS_FOUND","The list of servers for this workgroup is not currently available."
"00001838","6200","-4294961096","SCHED_E_SERVICE_NOT_LOCALSYSTEM","The Task Scheduler service must be configured to run in the System account to function properly. Individual tasks may be configured to run in other accounts."
"000018A6","6310","-4294960986","","Engine Error #8310--import image failed."
"000018A9","6313","-4294960983","","Error reading directory--TOC failed."
"000018AB","6315","-4294960981","","Repository is empty."
"000018AC","6316","-4294960980","","You must specify the full path to an existing directory when you specify a volume."
"000018AD","6317","-4294960979","","Permission denied."
"000018B1","6321","-4294960975","","You are not allowed to delete the root folder."
"000018B2","6322","-4294960974","","You are not allowed to rename the root folder."
"000018B3","6323","-4294960973","","Operation failed. Name is not valid."
"000018B4","6324","-4294960972","","More than one file has been selected. This operation only works on a single file."
"000018B5","6325","-4294960971","","There must be a file selected for this operation."
"000018B7","6327","-4294960969","","Only image documents can be processed."
"000018B8","6328","-4294960968","","Folders cannot be printed."
"000018BE","6334","-4294960962","","You cannot move a page to an electronic document."
"000018BF","6335","-4294960961","","Invalid page range."
"000018C0","6336","-4294960960","","Unable to compress thumbnail data."
"000018C1","6337","-4294960959","","Error decompressing thumbnail data."
"000018C3","6339","-4294960957","","Attempted to perform a folder operation on a document."
"000018C4","6340","-4294960956","","This document contains no pages."
"000018C5","6341","-4294960955","","Printing the Electronic Document pages failed."
"000018C6","6342","-4294960954","","The specified name contains one or more invalid characters."
"000018CE","6350","-4294960946","","Print job aborted."
"000018D8","6360","-4294960936","","The template must have a name."
"000018D9","6361","-4294960935","","The template name is already in use."
"000018DA","6362","-4294960934","","A template cannot be created without fields."
"000018DB","6363","-4294960933","","Template field names must be unique."
"000018DC","6364","-4294960932","","String fields must be between 1 and 4000 characters."
"000018DD","6365","-4294960931","","The template could not be deleted. There are documents still attached to it."
"000018DE","6366","-4294960930","","Template field names must contain only letters, numbers, and spaces."
"000018DF","6367","-4294960929","","Changing the template field TYPE or WIDTH (to a smaller size) can cause irreparable data loss."
"000018E0","6368","-4294960928","","The maximum number of template fields has been reached."
"000018EC","6380","-4294960916","","The document contains a missing image."
"000018ED","6381","-4294960915","","The image orientation could not be retrieved."
"000018EE","6382","-4294960914","","A temporary image file could not be stored."
"000018F0","6384","-4294960912","","The image could not be converted to TIFF format."
"000018F1","6385","-4294960911","","The server path provided was not in the proper format."
"000018F2","6386","-4294960910","","The OCR engine was not found."
"000018F3","6387","-4294960909","","The language selected for the OCR engine is not valid."
"000018F4","6388","-4294960908","","Can't delete user (from DeleteGroup in LFAPICom)."
"000018F5","6389","-4294960907","","Can't delete group (from DeleteUser in LFAPICom)."
"000018F6","6390","-4294960906","","Unable to generate a thumbnail."
"000018FB","6395","-4294960901","","Unable to read this version of briefcase."
"000018FC","6396","-4294960900","","Invalid briefcase file."
"000018FD","6397","-4294960899","","Unexpected end of file in briefcase."
"000018FE","6398","-4294960898","","The tokens in the document name are not valid. The tokens have not been replaced."
"000018FF","6399","-4294960897","","This account does not have rights to folders."
"00001900","6400","-4294960896","","Importing not completed."
"00001901","6401","-4294960895","","The date value entered is not valid."
"00001902","6402","-4294960894","","The numeric value entered is not valid."
"00001903","6403","-4294960893","","The password entered is not correct."
"00001904","6404","-4294960892","","There is not enough memory, please select fewer items."
"00001905","6405","-4294960891","","This name already exists; select a different one."
"00001906","6406","-4294960890","","Source images have not been deleted."
"00001907","6407","-4294960889","","You cannot remove supervisor privileges from your own account."
"00001908","6408","-4294960888","","Error reading file."
"00001909","6409","-4294960887","","Error writing to file."
"0000190A","6410","-4294960886","","Error opening file."
"0000190B","6411","-4294960885","","Error creating file."
"0000190C","6412","-4294960884","","Error deleting file."
"0000190D","6413","-4294960883","","Error seeking in file."
"0000190E","6414","-4294960882","","Access denied to file or path."
"0000190F","6415","-4294960881","","A thumbnail could not be generated from an image."
"00001910","6416","-4294960880","","Cannot add to folder list selection."
"00001913","6419","-4294960877","","The volume has not been bundled."
"00001914","6420","-4294960876","","Unable to create the specified path."
"00001915","6421","-4294960875","","The file chosen for export already exists, and the user does not wish to overwrite it."
"0000191E","6430","-4294960866","","A folder in the list import file could not be found or created."
"0000191F","6431","-4294960865","","The name provided with the RENAME directive is invalid."
"00001920","6432","-4294960864","","A document's pages could not be imported."
"00001921","6433","-4294960863","","The name provided with a document was absent."
"00001922","6434","-4294960862","","The syntax of the list import file was incorrect."
"00001924","6436","-4294960860","","The end of the file was reached before the ENDFIELDS directive was found."
"00001927","6439","-4294960857","","The option for indexing is invalid."
"00001928","6440","-4294960856","","The specified file is not a valid Laserfiche import list."
"00001929","6441","-4294960855","","The import process was interrupted unexpectedly."
"00001946","6470","-4294960826","","No audit reason was provided, or the audit reason is invalid."
"00001964","6500","-4294960796","","Invalid serial number."
"00001965","6501","-4294960795","","Invalid registration information."
"00001966","6502","-4294960794","","Unable to find the specified Laserfiche repository."
"00001967","6503","-4294960793","","Laserfiche has detected an earlier fatal exit. Please restart Windows before reloading Laserfiche."
"00001969","6505","-4294960791","","Unable to find the specified Laserfiche server."
"0000196A","6506","-4294960790","","Laserfiche could not update your old repository. There is an error in the repository files."
"0000196B","6507","-4294960789","","Maximum users exceeded."
"0000196C","6508","-4294960788","","The user name or password is incorrect."
"0000196D","6509","-4294960787","","Evaluation copy has expired."
"0000196E","6510","-4294960786","","Corrupt DLL."
"0000196F","6511","-4294960785","","The specified drive is out of space."
"00001970","6512","-4294960784","","Error opening repository. Check log file for more information."
"00001971","6513","-4294960783","","Laserfiche requires version 5.10 or higher of WBTRV32.DLL."
"00001973","6515","-4294960781","","Error locating library."
"00001974","6516","-4294960780","","Error loading library."
"00001975","6517","-4294960779","","The Laserfiche Server is from a previous version and cannot be accessed from this version of the client."
"00001976","6518","-4294960778","","Write failed. Disk space may be running low."
"00001977","6519","-4294960777","","Not enough memory to complete operation. Please close some applications and try again."
"00001978","6520","-4294960776","","Time-out for operation call."
"0000197A","6522","-4294960774","","The server did not respond correctly to the last function."
